mtk,inggris,agama,fisika,kimia,biologi,ekonomi,minat_teknik,minat_kesehatan,minat_bisnis,minat_pendidikan,hafalan,prodi
74,84,62,74,50,50,73,5,3,2,1,0,S1 Informatika
81,67,51,82,69,50,74,4,1,3,1,0,S1 Teknik Elektro
50,50,60,61,64,65,50,3,4,2,3,0,S1 Teknologi Hasil Pertanian
57,66,65,61,56,73,64,4,4,3,2,0,S1 Teknologi Hasil Pertanian
50,69,67,71,88,68,50,3,3,1,2,0,S1 Teknologi Hasil Pertanian
67,75,82,66,86,71,74,4,4,2,1,0,S1 Teknologi Hasil Pertanian
75,50,58,57,78,50,50,1,2,2,4,0,S1 PGSD
85,85,94,92,85,93,86,4,1,2,2,0,S1 Teknik Elektro
70,67,65,50,78,58,68,4,2,2,2,0,S1 Teknologi Hasil Pertanian
50,61,57,75,72,92,68,1,1,3,2,0,S1 Agribisnis
77,65,58,50,50,71,77,1,2,4,2,0,S1 Akuntansi
50,50,83,50,53,52,50,1,2,3,3,1,S1 Studi Islam Interdisipliner
50,94,76,50,72,62,63,1,1,2,4,0,S1 Pendidikan Bahasa Inggris
50,53,50,63,57,90,79,1,3,4,2,0,S1 Agribisnis
70,67,54,74,78,50,58,1,1,4,1,1,S1 Akuntansi
55,67,50,50,50,50,85,1,1,4,2,0,S1 Manajemen
65,60,50,68,54,50,50,4,1,2,2,0,S1 Informatika
50,79,71,86,80,71,76,3,3,2,1,0,S1 Teknologi Hasil Pertanian
77,70,57,76,70,87,72,1,5,2,2,0,S1 Farmasi
60,92,57,50,76,72,56,2,2,3,4,0,S1 Pendidikan Bahasa Inggris
61,67,71,93,81,50,55,3,2,4,4,0,S1 PGSD
62,84,72,51,86,77,74,1,4,2,1,0,S1 Farmasi
66,89,66,73,57,64,71,2,2,2,4,1,S1 PGSD
57,54,61,70,84,72,50,3,3,3,2,0,S1 Teknologi Hasil Pertanian
66,65,62,50,66,67,97,1,2,3,2,0,S1 Agribisnis
78,72,74,63,50,70,71,3,1,4,1,0,S1 Manajemen
78,76,64,61,51,55,50,1,2,4,1,0,S1 Akuntansi
99,88,63,54,72,92,59,1,2,3,2,0,S1 Agribisnis
75,72,93,82,50,50,51,4,1,2,1,0,S1 Teknik Elektro
63,63,51,94,57,69,72,4,3,2,2,1,S1 Teknik Elektro
58,83,61,84,71,50,66,4,2,1,1,0,S1 Teknik Elektro
50,71,88,57,68,55,67,1,3,2,2,1,S1 Studi Islam Interdisipliner
58,67,56,50,75,80,55,1,3,2,1,0,S1 Farmasi
53,54,74,53,52,92,66,1,3,2,2,0,S1 Agribisnis
79,67,82,76,50,50,53,1,3,2,3,1,S1 Studi Islam Interdisipliner
58,54,64,75,50,57,87,1,1,4,3,0,S1 Akuntansi
70,68,82,50,78,71,50,1,4,1,3,0,S1 Farmasi
76,63,53,70,60,50,52,4,1,2,2,0,S1 Teknik Elektro
81,63,71,82,73,57,72,1,1,3,1,0,S1 Manajemen
92,62,69,71,71,50,54,4,1,2,2,0,S1 Teknik Elektro
75,65,50,50,50,50,61,1,1,1,4,0,S1 PGSD
62,73,80,50,80,92,82,2,4,1,2,0,S1 Farmasi
52,64,66,73,50,52,78,2,1,4,3,0,S1 Manajemen
57,66,62,63,50,85,76,2,4,3,2,0,S1 Agribisnis
74,88,50,65,73,50,50,5,3,1,2,0,S1 Informatika
71,65,61,73,70,61,69,4,2,3,3,0,S1 Teknologi Hasil Pertanian
78,75,80,55,50,72,57,1,3,4,4,1,S1 PGSD
59,50,76,50,58,51,78,1,1,3,3,1,S1 Studi Islam Interdisipliner
78,84,80,50,50,51,56,1,1,3,4,1,S1 Pendidikan Bahasa Inggris
71,50,54,82,50,50,64,4,1,1,1,0,S1 Teknik Elektro
52,60,70,64,53,50,67,2,1,5,3,0,S1 Manajemen
77,66,50,50,50,60,70,1,1,4,1,0,S1 Akuntansi
50,59,60,50,73,94,69,2,2,3,3,0,S1 Agribisnis
50,74,52,58,97,73,50,1,5,4,1,0,S1 Farmasi
62,63,71,51,64,55,50,1,1,2,4,0,S1 PGSD
58,59,60,69,80,52,68,2,1,4,4,0,S1 Manajemen
74,63,50,57,83,88,69,1,1,2,1,0,S1 Agribisnis
56,81,58,50,82,83,76,2,4,3,2,0,S1 Farmasi
82,56,52,50,73,78,76,1,1,4,3,0,S1 Akuntansi
75,56,61,50,57,54,66,1,1,2,5,1,S1 PGSD
90,77,50,50,50,50,50,1,1,2,3,1,S1 PGSD
50,80,61,66,56,50,52,4,2,2,1,0,S1 Informatika
86,86,86,91,95,97,95,2,3,4,2,0,S1 Farmasi
68,67,59,75,50,64,75,2,3,3,3,1,S1 Manajemen
78,65,50,77,70,64,50,4,1,3,1,0,S1 Informatika
71,87,57,52,62,55,75,1,1,4,3,0,S1 Akuntansi
57,50,56,50,89,68,66,4,3,2,1,0,S1 Teknologi Hasil Pertanian
69,77,81,81,56,50,65,4,2,3,2,1,S1 Informatika
59,77,50,91,50,75,58,4,1,2,1,0,S1 Informatika
64,82,78,50,50,75,60,1,2,2,2,1,S1 Studi Islam Interdisipliner
51,67,51,74,82,78,75,1,4,1,1,0,S1 Farmasi
65,55,72,50,63,52,69,1,1,1,4,0,S1 PGSD
61,81,79,70,50,53,50,2,3,2,4,0,S1 Pendidikan Bahasa Inggris
78,74,57,63,55,80,58,1,1,4,1,1,S1 Akuntansi
54,70,79,53,52,81,58,1,2,1,3,0,S1 Studi Islam Interdisipliner
50,53,82,64,66,55,53,1,3,2,3,1,S1 Studi Islam Interdisipliner
77,86,72,56,50,50,79,1,1,4,2,0,S1 Akuntansi
87,54,66,54,74,61,78,1,2,3,3,0,S1 Akuntansi
52,75,76,50,50,57,50,2,2,3,4,1,S1 Studi Islam Interdisipliner
53,67,50,70,70,84,50,3,3,2,3,0,S1 Teknologi Hasil Pertanian
58,67,93,50,50,68,66,1,3,2,3,1,S1 Studi Islam Interdisipliner
50,80,79,61,54,50,50,1,1,2,4,0,S1 Pendidikan Bahasa Inggris
60,51,50,67,100,86,59,3,4,1,2,0,S1 Teknologi Hasil Pertanian
65,62,67,67,74,63,63,2,3,3,3,0,S1 Farmasi
84,66,55,74,50,64,74,4,2,1,2,0,S1 Informatika
92,86,95,86,86,94,91,5,1,2,2,0,S1 Teknik Elektro
57,71,57,57,62,62,67,1,3,4,3,0,S1 Manajemen
50,75,75,70,81,97,50,3,4,4,2,0,S1 Teknologi Hasil Pertanian
92,62,93,68,65,76,50,2,1,4,1,1,S1 Akuntansi
83,85,59,53,50,50,72,4,2,2,1,0,S1 Teknik Elektro
75,61,87,50,88,79,79,1,2,3,3,0,S1 Agribisnis
53,98,61,73,61,50,53,1,1,1,3,1,S1 Pendidikan Bahasa Inggris
61,68,53,71,90,56,69,4,1,3,1,0,S1 Informatika
71,65,58,50,82,82,81,1,4,1,3,0,S1 Farmasi
76,68,62,50,50,79,82,2,1,4,3,0,S1 Manajemen
77,70,50,57,50,52,50,4,1,2,1,0,S1 Informatika
58,51,63,65,54,54,69,1,5,3,4,0,S1 Farmasi
70,71,74,68,75,56,88,4,1,1,1,0,S1 Informatika
64,88,58,60,50,57,68,1,2,1,5,0,S1 Pendidikan Bahasa Inggris
68,50,50,88,50,50,60,1,1,5,1,0,S1 Akuntansi
78,85,68,100,56,50,54,4,2,2,1,0,S1 Informatika
61,91,50,50,79,78,50,1,4,2,2,0,S1 Farmasi
63,74,58,80,54,75,68,1,1,3,1,0,S1 Agribisnis
79,73,53,68,61,70,50,4,4,2,1,0,S1 Teknologi Hasil Pertanian
53,60,67,67,59,66,62,2,3,4,3,0,S1 Agribisnis
93,61,64,81,75,50,74,4,1,3,1,0,S1 Teknik Elektro
72,65,50,50,51,51,53,1,3,2,4,0,S1 PGSD
75,56,77,79,67,50,76,3,1,4,1,1,S1 Informatika
75,68,70,66,68,57,68,2,1,4,1,0,S1 Manajemen
66,90,76,50,56,60,80,1,4,1,4,0,S1 PGSD
62,73,85,50,50,58,86,1,1,5,3,0,S1 Akuntansi
69,73,50,74,50,50,81,5,1,2,2,0,S1 Informatika
50,52,85,50,50,60,69,1,1,2,2,1,S1 Studi Islam Interdisipliner
68,80,50,52,65,68,67,1,2,3,3,0,S1 Agribisnis
90,97,89,96,93,93,85,3,3,2,2,0,S1 Teknologi Hasil Pertanian
68,88,52,81,65,52,59,3,2,3,1,0,S1 Teknik Elektro
75,74,61,59,59,50,66,1,1,4,1,1,S1 Akuntansi
81,66,50,62,62,56,61,4,1,3,1,0,S1 Informatika
59,62,65,69,53,63,66,1,3,1,3,1,S1 Studi Islam Interdisipliner
50,50,59,70,77,68,54,2,3,3,2,0,S1 Teknologi Hasil Pertanian
79,72,80,50,50,50,61,1,1,3,4,0,S1 PGSD
72,57,99,71,55,50,58,4,1,2,1,0,S1 Informatika
59,85,66,86,50,85,60,1,3,2,4,1,S1 Pendidikan Bahasa Inggris
57,65,76,62,59,78,77,1,2,3,1,0,S1 Agribisnis
51,56,66,68,61,58,63,2,4,1,3,0,S1 Farmasi
61,54,51,68,56,56,59,1,2,2,4,1,S1 Pendidikan Bahasa Inggris
50,51,79,70,65,58,67,1,1,1,4,0,S1 PGSD
68,66,82,50,53,56,54,1,1,2,4,0,S1 Pendidikan Bahasa Inggris
59,72,68,52,61,53,78,1,2,3,5,1,S1 PGSD
50,76,72,64,50,64,73,1,2,2,4,0,S1 Pendidikan Bahasa Inggris
70,58,71,52,80,87,50,2,4,2,1,0,S1 Farmasi
71,65,59,55,79,82,62,4,3,3,2,0,S1 Teknologi Hasil Pertanian
53,53,59,60,67,64,52,4,2,2,1,0,S1 Informatika
66,77,69,69,76,95,65,3,2,3,3,1,S1 Teknologi Hasil Pertanian
57,63,55,50,66,90,77,2,3,1,3,0,S1 Teknologi Hasil Pertanian
50,71,74,67,79,63,67,2,3,3,1,0,S1 Agribisnis
77,61,50,83,75,67,53,5,1,3,1,0,S1 Teknik Elektro
77,59,50,66,53,82,75,1,2,5,2,0,S1 Agribisnis
84,75,60,50,64,76,79,1,2,4,2,0,S1 Agribisnis
50,82,60,50,57,77,57,1,2,3,4,0,S1 Pendidikan Bahasa Inggris
51,50,72,50,55,74,69,1,1,2,4,0,S1 PGSD
72,52,76,57,54,59,72,2,1,5,2,0,S1 Manajemen
73,72,57,70,50,50,79,4,1,1,1,0,S1 Informatika
56,73,81,50,71,69,81,1,1,2,4,0,S1 PGSD
61,58,75,97,50,50,82,4,1,2,1,0,S1 Teknik Elektro
66,59,77,70,64,65,51,4,4,1,2,0,S1 Teknologi Hasil Pertanian
74,68,68,70,50,50,50,4,1,1,1,0,S1 Informatika
53,81,60,68,50,77,50,1,3,2,4,0,S1 PGSD
62,51,57,75,51,69,63,1,2,2,1,0,S1 Agribisnis
85,71,75,84,50,50,51,5,1,3,2,0,S1 Teknik Elektro
63,56,57,53,74,78,50,1,4,1,3,1,S1 Farmasi
70,52,53,61,51,50,75,5,2,2,1,0,S1 Informatika
74,60,66,66,62,88,79,2,2,3,3,0,S1 Agribisnis
66,79,68,61,59,58,50,2,2,2,5,0,S1 Pendidikan Bahasa Inggris
62,66,72,63,59,56,83,1,1,4,1,0,S1 Akuntansi
59,75,62,50,50,77,70,1,1,3,1,0,S1 Akuntansi
63,56,53,70,87,76,75,3,3,2,2,0,S1 Teknologi Hasil Pertanian
63,69,88,69,50,56,72,2,1,4,3,0,S1 Manajemen
60,66,70,80,57,56,53,2,1,3,5,0,S1 Pendidikan Bahasa Inggris
94,74,65,52,80,84,50,2,4,3,2,1,S1 Farmasi
50,50,89,50,64,56,67,1,2,3,4,0,S1 Studi Islam Interdisipliner
68,64,50,50,50,67,66,2,1,4,3,0,S1 Manajemen
58,65,76,68,75,74,51,2,3,2,4,0,S1 Pendidikan Bahasa Inggris
79,65,64,95,68,50,73,4,1,1,1,0,S1 Informatika
60,55,50,62,83,66,77,2,4,3,2,1,S1 Farmasi
51,57,85,50,72,50,62,1,2,3,3,0,S1 Studi Islam Interdisipliner
50,88,77,50,50,50,55,1,1,3,4,0,S1 Pendidikan Bahasa Inggris
86,66,80,96,65,50,50,3,1,1,1,0,S1 Informatika
70,68,56,70,60,74,73,5,1,3,2,0,S1 Informatika
66,57,86,71,50,50,52,3,1,3,1,0,S1 Teknik Elektro
62,75,66,74,72,87,65,2,3,1,3,0,S1 Teknologi Hasil Pertanian
50,69,54,59,50,50,50,1,2,3,4,0,S1 Pendidikan Bahasa Inggris
59,72,76,69,92,50,50,4,1,2,1,0,S1 Teknik Elektro
74,50,84,50,50,66,66,2,1,3,5,1,S1 Studi Islam Interdisipliner
50,50,58,50,50,78,75,2,1,4,3,1,S1 Agribisnis
84,62,80,50,54,77,68,1,2,2,3,0,S1 Studi Islam Interdisipliner
61,84,83,50,50,66,79,1,2,2,3,0,S1 Pendidikan Bahasa Inggris
50,50,83,64,56,55,54,1,2,1,4,1,S1 PGSD
56,64,67,55,50,50,60,1,1,3,4,0,S1 PGSD
70,50,74,80,50,50,50,4,1,1,1,0,S1 Informatika
76,63,56,50,74,87,52,1,4,2,3,0,S1 Farmasi
80,50,81,52,70,76,86,1,1,4,2,0,S1 Agribisnis
64,73,50,67,53,50,50,5,2,3,2,0,S1 Informatika
66,88,59,69,72,50,53,2,1,3,4,0,S1 PGSD
57,52,72,64,50,59,75,2,1,4,2,0,S1 Manajemen
59,71,81,50,64,55,70,1,1,2,2,1,S1 Studi Islam Interdisipliner
88,81,63,87,50,55,50,2,1,4,1,0,S1 Akuntansi
56,64,50,96,71,52,75,4,1,2,1,0,S1 Teknik Elektro
63,76,78,55,50,96,81,2,1,2,4,1,S1 PGSD
67,63,73,66,74,69,50,1,3,1,2,0,S1 Farmasi
60,50,73,65,50,79,66,1,1,2,2,0,S1 Agribisnis
79,60,76,58,56,67,81,2,3,2,2,1,S1 Teknologi Hasil Pertanian
69,87,62,51,80,78,70,1,3,1,3,0,S1 Farmasi
55,52,72,66,58,56,57,3,2,3,3,0,S1 Manajemen
61,57,50,78,60,52,85,1,2,5,1,0,S1 Akuntansi
66,66,86,78,65,50,57,4,1,1,1,1,S1 Teknik Elektro
91,58,64,70,57,50,53,4,1,2,1,0,S1 Teknik Elektro
67,66,71,50,54,74,61,1,1,2,4,0,S1 PGSD
71,50,50,60,67,50,50,3,1,1,1,0,S1 Informatika
72,50,66,82,58,50,73,5,1,2,1,0,S1 Teknik Elektro
50,86,70,55,50,69,62,1,2,2,4,0,S1 Pendidikan Bahasa Inggris
50,76,84,50,100,50,72,1,2,1,1,0,S1 Studi Islam Interdisipliner
82,50,83,79,50,61,69,1,2,2,3,1,S1 PGSD
60,55,65,54,75,50,60,1,2,3,4,0,S1 PGSD
71,62,80,63,81,83,59,4,3,2,1,1,S1 Teknologi Hasil Pertanian
60,65,69,56,65,71,77,1,1,5,2,0,S1 Akuntansi
75,88,61,60,78,58,50,4,1,1,2,0,S1 Informatika
50,75,62,65,50,50,70,2,2,3,3,0,S1 Manajemen
58,80,86,74,50,50,50,2,2,1,1,0,S1 Studi Islam Interdisipliner
87,90,58,66,54,60,50,2,3,3,4,0,S1 PGSD
50,79,53,51,72,57,56,2,2,3,3,0,S1 Pendidikan Bahasa Inggris
62,76,69,60,50,50,55,5,1,2,1,0,S1 Informatika
75,72,55,50,50,64,75,1,2,4,3,0,S1 Akuntansi
69,55,70,62,65,67,76,1,2,2,2,0,S1 Agribisnis
79,91,83,77,59,60,70,2,2,2,4,0,S1 Pendidikan Bahasa Inggris
60,77,71,50,50,67,72,1,2,2,4,0,S1 Pendidikan Bahasa Inggris
80,81,69,55,68,54,50,2,2,2,4,1,S1 PGSD
64,56,59,77,50,51,58,2,1,4,2,0,S1 Manajemen
83,73,53,77,90,85,57,1,4,3,4,0,S1 Farmasi
59,72,80,55,82,94,63,3,4,1,3,0,S1 Farmasi
67,73,87,66,54,64,58,1,3,3,5,1,S1 Studi Islam Interdisipliner
91,55,92,50,53,59,59,4,1,2,1,0,S1 Informatika
67,66,72,55,58,70,50,4,1,3,1,0,S1 Informatika
67,68,78,62,50,52,50,5,1,3,2,1,S1 Informatika
61,67,68,53,52,55,76,3,2,5,2,0,S1 Manajemen
